### OUTPUT ###
ID#1 : time : 27462, Operation : delete, fitness : 0.64
ID#283 : time : 47, Operation : replace, fitness : -1.0
ID#284 : time : 8, Operation : delete, fitness : -1.0
ID#285 : time : 8, Operation : insert_after, fitness : -1.0
ID#286 : time : 238, Operation : delete, fitness : -1.0
ID#287 : time : 801, Operation : insert_after, fitness : -1.0
ID#288 : time : 61, Operation : delete, fitness : -1.0
ID#289 : time : 67, Operation : replace, fitness : -1.0
ID#290 : time : 810, Operation : replace, fitness : -1.0
ID#291 : time : 11, Operation : delete, fitness : -1.0
ID#292 : time : 249, Operation : insert_after, fitness : -1.0
ID#293 : time : 239, Operation : delete, fitness : -1.0
ID#294 : time : 6, Operation : insert_before, fitness : -1.0
ID#295 : time : 398, Operation : delete, fitness : 0.88
ID#296 : time : 47, Operation : replace, fitness : -1.0
ID#297 : time : 203, Operation : insert_before, fitness : -1.0
ID#298 : time : 803, Operation : delete, fitness : -1.0
ID#299 : time : 246, Operation : replace, fitness : -1.0
ID#300 : time : 15, Operation : delete, fitness : -1.0
ID#301 : time : 835, Operation : replace, fitness : -1.0
ID#302 : time : 207, Operation : delete, fitness : -1.0
ID#303 : time : 45, Operation : insert_after, fitness : -1.0
ID#304 : time : 48, Operation : replace, fitness : -1.0
ID#305 : time : 50, Operation : replace, fitness : -1.0
ID#306 : time : 45, Operation : insert_after, fitness : -1.0
ID#307 : time : 768, Operation : insert_before, fitness : -1.0
ID#308 : time : 810, Operation : replace, fitness : -1.0
ID#309 : time : 773, Operation : delete, fitness : -1.0
ID#310 : time : 15920, Operation : delete, fitness : 0.76
ID#311 : time : 770, Operation : random-crossover, fitness : -1.0
ID#312 : time : 964, Operation : random-crossover, fitness : 0.88
ID#313 : time : 962, Operation : random-crossover, fitness : -1.0
ID#314 : time : 202, Operation : random-crossover, fitness : 0.88
ID#315 : time : 966, Operation : random-crossover, fitness : -1.0
ID#316 : time : 964, Operation : random-crossover, fitness : -1.0
ID#317 : time : 962, Operation : random-crossover, fitness : 0.88
ID#318 : time : 203, Operation : random-crossover, fitness : 0.88
ID#319 : time : 966, Operation : random-crossover, fitness : -1.0
ID#320 : time : 768, Operation : random-crossover, fitness : -1.0
ID#321 : time : 963, Operation : random-crossover, fitness : -1.0
ID#322 : time : 962, Operation : random-crossover, fitness : -1.0
ID#323 : time : 770, Operation : random-crossover, fitness : -1.0
ID#324 : time : 1528, Operation : random-crossover, fitness : -1.0
ID#325 : time : 770, Operation : random-crossover, fitness : -1.0
ID#326 : time : 962, Operation : random-crossover, fitness : -1.0
ID#327 : time : 767, Operation : random-crossover, fitness : -1.0
ID#328 : time : 769, Operation : random-crossover, fitness : -1.0
ID#329 : time : 766, Operation : random-crossover, fitness : -1.0
ID#330 : time : 963, Operation : random-crossover, fitness : -1.0
ID#331 : time : 962, Operation : random-crossover, fitness : -1.0
ID#332 : time : 767, Operation : random-crossover, fitness : -1.0
ID#333 : time : 963, Operation : random-crossover, fitness : -1.0
ID#334 : time : 200, Operation : random-crossover, fitness : -1.0
ID#335 : time : 961, Operation : random-crossover, fitness : -1.0
ID#336 : time : 962, Operation : random-crossover, fitness : -1.0
ID#337 : time : 204, Operation : random-crossover, fitness : -1.0
ID#338 : time : 960, Operation : random-crossover, fitness : -1.0
ID#339 : time : 202, Operation : random-crossover, fitness : -1.0
ID#340 : time : 960, Operation : random-crossover, fitness : -1.0
ID#341 : time : 10, Operation : delete, fitness : -1.0
ID#342 : time : 35, Operation : delete, fitness : -1.0
ID#343 : time : 183, Operation : delete, fitness : 0.92
ID#344 : time : 7, Operation : insert_after, fitness : -1.0
ID#345 : time : 6, Operation : delete, fitness : -1.0
ID#346 : time : 35, Operation : insert_after, fitness : -1.0
ID#347 : time : 33, Operation : delete, fitness : -1.0
ID#348 : time : 9, Operation : delete, fitness : -1.0
ID#349 : time : 38, Operation : replace, fitness : -1.0
ID#350 : time : 208, Operation : delete, fitness : 0.88
ID#351 : time : 40, Operation : insert_before, fitness : -1.0
ID#352 : time : 8, Operation : insert_after, fitness : -1.0
ID#353 : time : 38, Operation : replace, fitness : -1.0
ID#354 : time : 27118, Operation : delete, fitness : 0.64
ID#355 : time : 51, Operation : insert_after, fitness : -1.0
ID#356 : time : 41, Operation : insert_after, fitness : -1.0
ID#357 : time : 39, Operation : insert_after, fitness : -1.0
ID#358 : time : 177, Operation : delete, fitness : 0.92
ID#359 : time : 189, Operation : insert_before, fitness : 0.92
ID#360 : time : 38, Operation : insert_after, fitness : -1.0
ID#361 : time : 37, Operation : replace, fitness : -1.0
ID#362 : time : 9, Operation : delete, fitness : -1.0
ID#363 : time : 38, Operation : insert_after, fitness : -1.0
ID#364 : time : 61, Operation : insert_after, fitness : -1.0
ID#365 : time : 55, Operation : insert_after, fitness : -1.0
ID#366 : time : 41, Operation : replace, fitness : -1.0
ID#367 : time : 10, Operation : delete, fitness : -1.0
ID#368 : time : 189, Operation : delete, fitness : 0.92
ID#369 : time : 7, Operation : insert_before, fitness : -1.0
ID#370 : time : 12, Operation : replace, fitness : -1.0
ID#371 : time : 43, Operation : delete, fitness : -1.0
ID#372 : time : 38, Operation : delete, fitness : -1.0
ID#373 : time : 10, Operation : insert_before, fitness : -1.0
ID#374 : time : 41, Operation : insert_before, fitness : -1.0
ID#375 : time : 48, Operation : insert_before, fitness : -1.0
ID#376 : time : 46, Operation : delete, fitness : -1.0
ID#377 : time : 6, Operation : insert_after, fitness : -1.0
ID#378 : time : 45, Operation : replace, fitness : -1.0
ID#379 : time : 114, Operation : replace, fitness : 0.64
ID#380 : time : 41, Operation : insert_after, fitness : -1.0
ID#381 : time : 18122, Operation : delete, fitness : 0.64
ID#382 : time : 46, Operation : replace, fitness : -1.0
ID#383 : time : 36, Operation : delete, fitness : -1.0
ID#384 : time : 9, Operation : insert_after, fitness : -1.0
ID#385 : time : 40, Operation : replace, fitness : -1.0
ID#386 : time : 474, Operation : delete, fitness : 0.92
ID#387 : time : 27125, Operation : delete, fitness : 0.64
ID#388 : time : 192, Operation : delete, fitness : 0.8
ID#389 : time : 43, Operation : replace, fitness : -1.0
ID#390 : time : 10, Operation : delete, fitness : -1.0
ID#391 : time : 193, Operation : delete, fitness : 0.8
ID#392 : time : 12, Operation : delete, fitness : -1.0
ID#393 : time : 40, Operation : insert_before, fitness : -1.0
ID#394 : time : 46, Operation : delete, fitness : -1.0
ID#395 : time : 13, Operation : delete, fitness : -1.0
ID#396 : time : 40, Operation : replace, fitness : -1.0
ID#397 : time : 43, Operation : replace, fitness : -1.0
ID#398 : time : 7, Operation : insert_before, fitness : -1.0
ID#399 : time : 46, Operation : insert_after, fitness : -1.0
ID#400 : time : 34, Operation : replace, fitness : -1.0
ID#401 : time : 27117, Operation : delete, fitness : 0.64
ID#402 : time : 12, Operation : insert_before, fitness : -1.0
ID#403 : time : 44, Operation : replace, fitness : -1.0
ID#404 : time : 10, Operation : delete, fitness : -1.0
ID#405 : time : 9, Operation : delete, fitness : -1.0
ID#406 : time : 40, Operation : replace, fitness : -1.0
ID#407 : time : 4, Operation : insert_before, fitness : -1.0
ID#408 : time : 42, Operation : insert_after, fitness : -1.0
ID#409 : time : 34, Operation : replace, fitness : -1.0
ID#410 : time : 3118, Operation : insert_after, fitness : 0.84
ID#411 : time : 7, Operation : random-crossover, fitness : 0.8
ID#412 : time : 7, Operation : random-crossover, fitness : -1.0
ID#413 : time : 8, Operation : random-crossover, fitness : -1.0
ID#414 : time : 7, Operation : random-crossover, fitness : -1.0
ID#415 : time : 7, Operation : random-crossover, fitness : -1.0
ID#416 : time : 6, Operation : random-crossover, fitness : -1.0
ID#417 : time : 8, Operation : random-crossover, fitness : -1.0
ID#418 : time : 6, Operation : random-crossover, fitness : -1.0
ID#419 : time : 7, Operation : random-crossover, fitness : -1.0
ID#420 : time : 7, Operation : random-crossover, fitness : -1.0
ID#421 : time : 6, Operation : random-crossover, fitness : -1.0
ID#422 : time : 6, Operation : random-crossover, fitness : -1.0
ID#423 : time : 5, Operation : random-crossover, fitness : -1.0
ID#424 : time : 8, Operation : random-crossover, fitness : -1.0
ID#425 : time : 6, Operation : random-crossover, fitness : -1.0
ID#426 : time : 7, Operation : random-crossover, fitness : -1.0
ID#427 : time : 7, Operation : random-crossover, fitness : -1.0
ID#428 : time : 7, Operation : random-crossover, fitness : -1.0
ID#429 : time : 6, Operation : random-crossover, fitness : -1.0
ID#430 : time : 6, Operation : random-crossover, fitness : -1.0
ID#431 : time : 6, Operation : random-crossover, fitness : -1.0
ID#432 : time : 6, Operation : random-crossover, fitness : -1.0
ID#433 : time : 6, Operation : random-crossover, fitness : -1.0
ID#434 : time : 7, Operation : random-crossover, fitness : -1.0
ID#435 : time : 7, Operation : random-crossover, fitness : -1.0
ID#436 : time : 7, Operation : random-crossover, fitness : -1.0
ID#437 : time : 7, Operation : random-crossover, fitness : -1.0
ID#438 : time : 6, Operation : random-crossover, fitness : -1.0
ID#439 : time : 6, Operation : random-crossover, fitness : -1.0
ID#440 : time : 7, Operation : random-crossover, fitness : -1.0
ID#441 : time : 37, Operation : insert_after, fitness : -1.0
ID#442 : time : 231, Operation : replace, fitness : -1.0
ID#443 : time : 394, Operation : delete, fitness : 0.92
ID#444 : time : 195, Operation : delete, fitness : -1.0
ID#445 : time : 44, Operation : replace, fitness : -1.0
ID#446 : time : 244, Operation : replace, fitness : -1.0
ID#447 : time : 21323, Operation : delete, fitness : 0.64
ID#448 : time : 5, Operation : insert_after, fitness : -1.0
ID#449 : time : 428, Operation : replace, fitness : 0.92
ID#450 : time : 389, Operation : delete, fitness : 0.92
ID#451 : time : 203, Operation : insert_after, fitness : -1.0
ID#452 : time : 98, Operation : replace, fitness : -1.0
ID#453 : time : 241, Operation : replace, fitness : -1.0
ID#454 : time : 259, Operation : replace, fitness : -1.0
ID#455 : time : 50, Operation : replace, fitness : -1.0
ID#456 : time : 197, Operation : insert_after, fitness : -1.0
ID#457 : time : 8, Operation : delete, fitness : -1.0
ID#458 : time : 205, Operation : delete, fitness : -1.0
ID#459 : time : 248, Operation : insert_after, fitness : -1.0
ID#460 : time : 242, Operation : replace, fitness : -1.0
ID#461 : time : 247, Operation : replace, fitness : -1.0
ID#462 : time : 394, Operation : delete, fitness : 0.92
ID#463 : time : 9, Operation : delete, fitness : -1.0
ID#464 : time : 6, Operation : insert_after, fitness : -1.0
ID#465 : time : 202, Operation : delete, fitness : -1.0
ID#466 : time : 239, Operation : delete, fitness : -1.0
ID#467 : time : 8, Operation : insert_before, fitness : -1.0
ID#468 : time : 45, Operation : replace, fitness : -1.0
ID#469 : time : 247, Operation : replace, fitness : -1.0
ID#470 : time : 236, Operation : replace, fitness : -1.0
ID#471 : time : 177, Operation : delete, fitness : 0.96
ID#472 : time : 227, Operation : insert_before, fitness : -1.0
ID#473 : time : 202, Operation : delete, fitness : -1.0
ID#474 : time : 174, Operation : replace, fitness : 0.68
ID#475 : time : 41, Operation : replace, fitness : -1.0
ID#476 : time : 242, Operation : insert_after, fitness : -1.0
ID#477 : time : 38, Operation : insert_after, fitness : -1.0
ID#478 : time : 10, Operation : delete, fitness : -1.0
ID#479 : time : 7, Operation : delete, fitness : -1.0
ID#480 : time : 39, Operation : replace, fitness : -1.0
ID#481 : time : 38, Operation : insert_before, fitness : -1.0
ID#482 : time : 232, Operation : replace, fitness : -1.0
ID#483 : time : 203, Operation : delete, fitness : -1.0
ID#484 : time : 6, Operation : delete, fitness : -1.0
ID#485 : time : 221, Operation : replace, fitness : -1.0
ID#486 : time : 203, Operation : delete, fitness : -1.0
ID#487 : time : 368, Operation : delete, fitness : 0.92
ID#488 : time : 49, Operation : delete, fitness : -1.0
ID#489 : time : 39, Operation : replace, fitness : -1.0
ID#490 : time : 198, Operation : delete, fitness : -1.0
ID#491 : time : 199, Operation : insert_after, fitness : -1.0
ID#492 : time : 241, Operation : insert_before, fitness : -1.0
ID#493 : time : 16, Operation : insert_before, fitness : -1.0
ID#494 : time : 391, Operation : delete, fitness : 0.88
ID#495 : time : 49, Operation : replace, fitness : -1.0
ID#496 : time : 204, Operation : delete, fitness : -1.0
