### OUTPUT ###
ID#1 : time : 27429, Operation : delete, fitness : 0.64
ID#497 : time : 8, Operation : delete, fitness : -1.0
ID#498 : time : 13, Operation : delete, fitness : -1.0
ID#499 : time : 56, Operation : insert_before, fitness : -1.0
ID#500 : time : 361, Operation : delete, fitness : 0.88
ID#501 : time : 226, Operation : delete, fitness : -1.0
ID#502 : time : 219, Operation : delete, fitness : -1.0
ID#503 : time : 7, Operation : delete, fitness : -1.0
ID#504 : time : 39, Operation : insert_after, fitness : -1.0
ID#505 : time : 207, Operation : insert_before, fitness : -1.0
ID#506 : time : 271, Operation : replace, fitness : 0.0
ID#507 : time : 179, Operation : replace, fitness : 0.92
ID#508 : time : 193, Operation : insert_before, fitness : -1.0
ID#509 : time : 33, Operation : insert_after, fitness : -1.0
ID#510 : time : 207, Operation : replace, fitness : -1.0
ID#511 : time : 356, Operation : random-crossover, fitness : 0.92
ID#512 : time : 358, Operation : random-crossover, fitness : -1.0
ID#513 : time : 185, Operation : random-crossover, fitness : -1.0
ID#514 : time : 353, Operation : random-crossover, fitness : -1.0
ID#515 : time : 371, Operation : random-crossover, fitness : -1.0
ID#516 : time : 369, Operation : random-crossover, fitness : -1.0
ID#517 : time : 371, Operation : random-crossover, fitness : 0.92
ID#518 : time : 371, Operation : random-crossover, fitness : -1.0
ID#519 : time : 364, Operation : random-crossover, fitness : -1.0
ID#520 : time : 360, Operation : random-crossover, fitness : -1.0
ID#521 : time : 362, Operation : random-crossover, fitness : 0.92
ID#522 : time : 367, Operation : random-crossover, fitness : -1.0
ID#523 : time : 371, Operation : random-crossover, fitness : 0.88
ID#524 : time : 194, Operation : random-crossover, fitness : -1.0
ID#525 : time : 354, Operation : random-crossover, fitness : 0.92
ID#526 : time : 193, Operation : random-crossover, fitness : -1.0
ID#527 : time : 195, Operation : random-crossover, fitness : -1.0
ID#528 : time : 190, Operation : random-crossover, fitness : 0.88
ID#529 : time : 361, Operation : random-crossover, fitness : 0.88
ID#530 : time : 185, Operation : random-crossover, fitness : 0.88
ID#531 : time : 358, Operation : random-crossover, fitness : 0.92
ID#532 : time : 356, Operation : random-crossover, fitness : -1.0
ID#533 : time : 193, Operation : random-crossover, fitness : -1.0
ID#534 : time : 174, Operation : random-crossover, fitness : -1.0
ID#535 : time : 199, Operation : random-crossover, fitness : -1.0
ID#536 : time : 362, Operation : random-crossover, fitness : 0.92
ID#537 : time : 368, Operation : random-crossover, fitness : -1.0
ID#538 : time : 362, Operation : random-crossover, fitness : -1.0
ID#539 : time : 361, Operation : random-crossover, fitness : -1.0
ID#540 : time : 353, Operation : random-crossover, fitness : -1.0
ID#541 : time : 423, Operation : insert_before, fitness : -1.0
ID#542 : time : 408, Operation : delete, fitness : -1.0
ID#543 : time : 48, Operation : replace, fitness : -1.0
ID#544 : time : 579, Operation : delete, fitness : 0.8
ID#545 : time : 420, Operation : insert_before, fitness : -1.0
ID#546 : time : 51, Operation : insert_before, fitness : -1.0
ID#547 : time : 44, Operation : insert_after, fitness : -1.0
ID#548 : time : 41, Operation : insert_before, fitness : -1.0
ID#549 : time : 240, Operation : replace, fitness : -1.0
ID#550 : time : 411, Operation : replace, fitness : -1.0
ID#551 : time : 423, Operation : delete, fitness : 0.92
ID#552 : time : 53, Operation : replace, fitness : -1.0
ID#553 : time : 427, Operation : insert_before, fitness : -1.0
ID#554 : time : 253, Operation : insert_after, fitness : -1.0
ID#555 : time : 400, Operation : replace, fitness : -1.0
ID#556 : time : 420, Operation : insert_after, fitness : -1.0
ID#557 : time : 410, Operation : insert_after, fitness : -1.0
ID#558 : time : 427, Operation : delete, fitness : 0.88
ID#559 : time : 378, Operation : delete, fitness : -1.0
ID#560 : time : 421, Operation : insert_before, fitness : -1.0
ID#561 : time : 369, Operation : insert_before, fitness : -1.0
ID#562 : time : 410, Operation : replace, fitness : -1.0
ID#563 : time : 203, Operation : insert_after, fitness : -1.0
ID#564 : time : 423, Operation : replace, fitness : -1.0
ID#565 : time : 405, Operation : delete, fitness : -1.0
ID#566 : time : 242, Operation : insert_after, fitness : -1.0
ID#567 : time : 413, Operation : insert_before, fitness : -1.0
ID#568 : time : 402, Operation : insert_before, fitness : -1.0
ID#569 : time : 43, Operation : replace, fitness : -1.0
ID#570 : time : 242, Operation : replace, fitness : -1.0
ID#571 : time : 418, Operation : replace, fitness : -1.0
ID#572 : time : 415, Operation : insert_before, fitness : -1.0
ID#573 : time : 401, Operation : replace, fitness : -1.0
ID#574 : time : 411, Operation : replace, fitness : -1.0
ID#575 : time : 371, Operation : insert_before, fitness : -1.0
ID#576 : time : 49, Operation : insert_before, fitness : -1.0
ID#577 : time : 378, Operation : insert_after, fitness : -1.0
ID#578 : time : 7, Operation : insert_before, fitness : -1.0
ID#579 : time : 428, Operation : replace, fitness : -1.0
ID#580 : time : 426, Operation : replace, fitness : -1.0
ID#581 : time : 9369, Operation : delete, fitness : 0.88
ID#582 : time : 47, Operation : replace, fitness : -1.0
ID#583 : time : 207, Operation : delete, fitness : -1.0
ID#584 : time : 368, Operation : insert_before, fitness : -1.0
ID#585 : time : 413, Operation : delete, fitness : -1.0
ID#586 : time : 12, Operation : delete, fitness : -1.0
ID#587 : time : 21532, Operation : delete, fitness : 0.64
ID#588 : time : 369, Operation : insert_before, fitness : -1.0
ID#589 : time : 378, Operation : delete, fitness : -1.0
ID#590 : time : 59, Operation : insert_after, fitness : -1.0
ID#591 : time : 406, Operation : replace, fitness : -1.0
ID#592 : time : 687, Operation : replace, fitness : 0.92
ID#593 : time : 231, Operation : replace, fitness : -1.0
ID#594 : time : 491, Operation : replace, fitness : 0.68
ID#595 : time : 243, Operation : replace, fitness : -1.0
ID#596 : time : 577, Operation : delete, fitness : 0.88
ID#597 : time : 237, Operation : insert_after, fitness : -1.0
ID#598 : time : 377, Operation : insert_before, fitness : -1.0
ID#599 : time : 9, Operation : delete, fitness : -1.0
ID#600 : time : 397, Operation : replace, fitness : -1.0
ID#601 : time : 12, Operation : delete, fitness : -1.0
ID#602 : time : 11, Operation : delete, fitness : -1.0
ID#603 : time : 44, Operation : replace, fitness : -1.0
ID#604 : time : 18487, Operation : delete, fitness : 0.64
ID#605 : time : 398, Operation : replace, fitness : -1.0
ID#606 : time : 370, Operation : insert_after, fitness : -1.0
ID#607 : time : 205, Operation : delete, fitness : -1.0
ID#608 : time : 38, Operation : insert_after, fitness : -1.0
ID#609 : time : 370, Operation : delete, fitness : -1.0
ID#610 : time : 204, Operation : delete, fitness : -1.0
ID#611 : time : 568, Operation : random-crossover, fitness : 0.96
ID#612 : time : 559, Operation : random-crossover, fitness : 0.92
ID#613 : time : 374, Operation : random-crossover, fitness : -1.0
ID#614 : time : 564, Operation : random-crossover, fitness : 0.84
ID#615 : time : 736, Operation : random-crossover, fitness : 0.88
ID#616 : time : 572, Operation : random-crossover, fitness : 0.92
ID#617 : time : 560, Operation : random-crossover, fitness : 0.92
ID#618 : time : 376, Operation : random-crossover, fitness : 0.92
ID#619 : time : 725, Operation : random-crossover, fitness : 0.76
ID#620 : time : 369, Operation : random-crossover, fitness : -1.0
ID#621 : time : 376, Operation : random-crossover, fitness : -1.0
ID#622 : time : 562, Operation : random-crossover, fitness : -1.0
ID#623 : time : 558, Operation : random-crossover, fitness : -1.0
ID#624 : time : 199, Operation : random-crossover, fitness : 1.0
### Failure Time Ratio ###
FTR:0.0345275206099(14709/426008)
failure variants:0.81891025641(511/624)
### Solution Time Ratio ###
the solution ID : 624
STR:0.00140607688119(599/426008)
