### OUTPUT ###
ID#1 : time : 27465, Operation : delete, fitness : 0.64
ID#108 : time : 180, Operation : delete, fitness : -1.0
ID#109 : time : 407, Operation : insert_before, fitness : 0.92
ID#110 : time : 43, Operation : replace, fitness : -1.0
ID#111 : time : 416, Operation : delete, fitness : 0.92
ID#112 : time : 265, Operation : insert_after, fitness : -1.0
ID#113 : time : 210, Operation : delete, fitness : -1.0
ID#114 : time : 396, Operation : delete, fitness : 0.8
ID#115 : time : 182, Operation : insert_after, fitness : -1.0
ID#116 : time : 333, Operation : delete, fitness : 0.92
ID#117 : time : 180, Operation : delete, fitness : -1.0
ID#118 : time : 266, Operation : replace, fitness : -1.0
ID#119 : time : 333, Operation : delete, fitness : 0.88
ID#120 : time : 233, Operation : insert_after, fitness : -1.0
ID#121 : time : 488, Operation : delete, fitness : 0.88
ID#122 : time : 274, Operation : replace, fitness : -1.0
ID#123 : time : 252, Operation : delete, fitness : -1.0
ID#124 : time : 269, Operation : insert_after, fitness : -1.0
ID#125 : time : 42, Operation : replace, fitness : -1.0
ID#126 : time : 3, Operation : delete, fitness : -1.0
ID#127 : time : 396, Operation : insert_before, fitness : 0.92
ID#128 : time : 275, Operation : replace, fitness : -1.0
ID#129 : time : 261, Operation : insert_after, fitness : -1.0
ID#130 : time : 185, Operation : delete, fitness : -1.0
ID#131 : time : 179, Operation : delete, fitness : -1.0
ID#132 : time : 179, Operation : delete, fitness : -1.0
ID#133 : time : 0, Operation : insert_before, fitness : -1.0
ID#134 : time : 267, Operation : delete, fitness : -1.0
ID#135 : time : 390, Operation : delete, fitness : 0.92
ID#136 : time : 186, Operation : delete, fitness : -1.0
ID#137 : time : 213, Operation : replace, fitness : -1.0
ID#138 : time : 416, Operation : delete, fitness : 0.88
ID#139 : time : 286, Operation : insert_after, fitness : -1.0
ID#140 : time : 212, Operation : replace, fitness : -1.0
ID#141 : time : 433, Operation : delete, fitness : -1.0
ID#142 : time : 427, Operation : replace, fitness : -1.0
ID#143 : time : 426, Operation : insert_after, fitness : -1.0
ID#144 : time : 450, Operation : insert_before, fitness : -1.0
ID#145 : time : 36, Operation : delete, fitness : -1.0
ID#146 : time : 423, Operation : replace, fitness : -1.0
ID#147 : time : 7, Operation : delete, fitness : -1.0
ID#148 : time : 424, Operation : delete, fitness : -1.0
ID#149 : time : 447, Operation : insert_after, fitness : -1.0
ID#150 : time : 427, Operation : insert_before, fitness : -1.0
ID#151 : time : 451, Operation : insert_before, fitness : -1.0
ID#152 : time : 34, Operation : replace, fitness : -1.0
ID#153 : time : 7, Operation : delete, fitness : -1.0
ID#154 : time : 557, Operation : delete, fitness : 0.92
ID#155 : time : 431, Operation : insert_after, fitness : -1.0
ID#156 : time : 437, Operation : replace, fitness : -1.0
ID#157 : time : 242, Operation : delete, fitness : 0.92
ID#158 : time : 21119, Operation : delete, fitness : 0.64
ID#159 : time : 175, Operation : delete, fitness : 0.8
ID#160 : time : 447, Operation : insert_after, fitness : -1.0
ID#161 : time : 434, Operation : insert_after, fitness : -1.0
ID#162 : time : 6, Operation : delete, fitness : -1.0
ID#163 : time : 35, Operation : insert_before, fitness : -1.0
ID#164 : time : 449, Operation : delete, fitness : -1.0
ID#165 : time : 418, Operation : delete, fitness : -1.0
ID#166 : time : 418, Operation : delete, fitness : -1.0
ID#167 : time : 34, Operation : insert_after, fitness : -1.0
ID#168 : time : 421, Operation : insert_before, fitness : -1.0
ID#169 : time : 421, Operation : insert_before, fitness : -1.0
ID#170 : time : 445, Operation : delete, fitness : -1.0
ID#171 : time : 456, Operation : delete, fitness : -1.0
ID#172 : time : 36, Operation : replace, fitness : -1.0
ID#173 : time : 431, Operation : insert_after, fitness : -1.0
ID#174 : time : 431, Operation : replace, fitness : -1.0
ID#175 : time : 39, Operation : replace, fitness : -1.0
ID#176 : time : 454, Operation : insert_after, fitness : -1.0
ID#177 : time : 462, Operation : insert_after, fitness : -1.0
ID#178 : time : 34, Operation : insert_before, fitness : -1.0
ID#179 : time : 34, Operation : replace, fitness : -1.0
ID#180 : time : 18539, Operation : delete, fitness : 0.64
ID#181 : time : 421, Operation : insert_after, fitness : -1.0
ID#182 : time : 37, Operation : insert_after, fitness : -1.0
ID#183 : time : 37, Operation : insert_before, fitness : -1.0
ID#184 : time : 453, Operation : insert_after, fitness : -1.0
ID#185 : time : 400, Operation : delete, fitness : -1.0
ID#186 : time : 162, Operation : delete, fitness : 0.92
ID#187 : time : 4, Operation : insert_before, fitness : -1.0
ID#188 : time : 4, Operation : insert_before, fitness : -1.0
ID#189 : time : 444, Operation : replace, fitness : -1.0
ID#190 : time : 444, Operation : replace, fitness : -1.0
ID#191 : time : 15539, Operation : delete, fitness : 0.76
ID#192 : time : 455, Operation : replace, fitness : -1.0
ID#193 : time : 415, Operation : insert_after, fitness : -1.0
ID#194 : time : 399, Operation : insert_after, fitness : -1.0
ID#195 : time : 453, Operation : delete, fitness : -1.0
ID#196 : time : 454, Operation : replace, fitness : -1.0
ID#197 : time : 35, Operation : replace, fitness : -1.0
ID#198 : time : 36, Operation : replace, fitness : -1.0
ID#199 : time : 44, Operation : delete, fitness : -1.0
ID#200 : time : 452, Operation : insert_after, fitness : -1.0
ID#201 : time : 429, Operation : replace, fitness : -1.0
ID#202 : time : 4, Operation : insert_after, fitness : -1.0
ID#203 : time : 196, Operation : replace, fitness : 0.88
ID#204 : time : 433, Operation : replace, fitness : -1.0
ID#205 : time : 608, Operation : delete, fitness : 0.92
ID#206 : time : 522, Operation : delete, fitness : -1.0
ID#207 : time : 38, Operation : replace, fitness : -1.0
ID#208 : time : 11, Operation : delete, fitness : -1.0
ID#209 : time : 42, Operation : delete, fitness : -1.0
ID#210 : time : 160, Operation : replace, fitness : 0.92
ID#211 : time : 813, Operation : random-crossover, fitness : 0.92
ID#212 : time : 805, Operation : random-crossover, fitness : -1.0
ID#213 : time : 829, Operation : random-crossover, fitness : -1.0
ID#214 : time : 813, Operation : random-crossover, fitness : -1.0
ID#215 : time : 806, Operation : random-crossover, fitness : -1.0
ID#216 : time : 812, Operation : random-crossover, fitness : 0.92
ID#217 : time : 811, Operation : random-crossover, fitness : 0.92
ID#218 : time : 827, Operation : random-crossover, fitness : 0.92
ID#219 : time : 827, Operation : random-crossover, fitness : -1.0
ID#220 : time : 804, Operation : random-crossover, fitness : -1.0
ID#221 : time : 800, Operation : random-crossover, fitness : -1.0
ID#222 : time : 827, Operation : random-crossover, fitness : -1.0
ID#223 : time : 804, Operation : random-crossover, fitness : 0.92
ID#224 : time : 829, Operation : random-crossover, fitness : -1.0
ID#225 : time : 806, Operation : random-crossover, fitness : -1.0
ID#226 : time : 811, Operation : random-crossover, fitness : -1.0
ID#227 : time : 804, Operation : random-crossover, fitness : -1.0
ID#228 : time : 810, Operation : random-crossover, fitness : -1.0
ID#229 : time : 827, Operation : random-crossover, fitness : -1.0
ID#230 : time : 805, Operation : random-crossover, fitness : -1.0
ID#231 : time : 810, Operation : random-crossover, fitness : -1.0
ID#232 : time : 809, Operation : random-crossover, fitness : -1.0
ID#233 : time : 827, Operation : random-crossover, fitness : -1.0
ID#234 : time : 810, Operation : random-crossover, fitness : -1.0
ID#235 : time : 827, Operation : random-crossover, fitness : -1.0
ID#236 : time : 809, Operation : random-crossover, fitness : -1.0
ID#237 : time : 810, Operation : random-crossover, fitness : -1.0
ID#238 : time : 803, Operation : random-crossover, fitness : -1.0
ID#239 : time : 803, Operation : random-crossover, fitness : -1.0
ID#240 : time : 803, Operation : random-crossover, fitness : -1.0
ID#241 : time : 159, Operation : delete, fitness : 0.88
ID#242 : time : 855, Operation : replace, fitness : -1.0
ID#243 : time : 822, Operation : delete, fitness : -1.0
ID#244 : time : 337, Operation : delete, fitness : 0.8
ID#245 : time : 21929, Operation : delete, fitness : 0.64
ID#246 : time : 994, Operation : replace, fitness : 0.92
ID#247 : time : 819, Operation : insert_before, fitness : -1.0
ID#248 : time : 862, Operation : insert_after, fitness : -1.0
ID#249 : time : 168, Operation : insert_before, fitness : -1.0
ID#250 : time : 873, Operation : insert_before, fitness : -1.0
ID#251 : time : 210, Operation : insert_after, fitness : -1.0
ID#252 : time : 866, Operation : replace, fitness : -1.0
ID#253 : time : 12, Operation : delete, fitness : -1.0
ID#254 : time : 15277, Operation : delete, fitness : 0.76
ID#255 : time : 834, Operation : insert_after, fitness : -1.0
ID#256 : time : 199, Operation : delete, fitness : -1.0
ID#257 : time : 866, Operation : insert_after, fitness : -1.0
ID#258 : time : 44, Operation : insert_after, fitness : -1.0
ID#259 : time : 6, Operation : insert_after, fitness : -1.0
ID#260 : time : 925, Operation : insert_before, fitness : -1.0
ID#261 : time : 199, Operation : insert_after, fitness : -1.0
ID#262 : time : 841, Operation : delete, fitness : -1.0
ID#263 : time : 34, Operation : replace, fitness : -1.0
ID#264 : time : 41, Operation : replace, fitness : -1.0
ID#265 : time : 39, Operation : replace, fitness : -1.0
ID#266 : time : 45, Operation : replace, fitness : -1.0
ID#267 : time : 880, Operation : delete, fitness : -1.0
ID#268 : time : 821, Operation : insert_after, fitness : -1.0
ID#269 : time : 12, Operation : delete, fitness : -1.0
ID#270 : time : 47, Operation : replace, fitness : -1.0
ID#271 : time : 862, Operation : insert_before, fitness : -1.0
ID#272 : time : 200, Operation : delete, fitness : -1.0
ID#273 : time : 9, Operation : insert_after, fitness : -1.0
ID#274 : time : 21302, Operation : delete, fitness : 0.64
ID#275 : time : 1041, Operation : delete, fitness : -1.0
ID#276 : time : 42, Operation : delete, fitness : -1.0
ID#277 : time : 198, Operation : insert_before, fitness : -1.0
ID#278 : time : 315, Operation : replace, fitness : -1.0
ID#279 : time : 848, Operation : replace, fitness : -1.0
ID#280 : time : 24, Operation : insert_before, fitness : -1.0
ID#281 : time : 924, Operation : replace, fitness : -1.0
ID#282 : time : 915, Operation : delete, fitness : -1.0
ID#283 : time : 95, Operation : replace, fitness : -1.0
ID#284 : time : 15, Operation : delete, fitness : -1.0
ID#285 : time : 16, Operation : insert_after, fitness : -1.0
ID#286 : time : 244, Operation : delete, fitness : -1.0
ID#287 : time : 911, Operation : insert_after, fitness : -1.0
ID#288 : time : 60, Operation : delete, fitness : -1.0
ID#289 : time : 60, Operation : replace, fitness : -1.0
ID#290 : time : 903, Operation : replace, fitness : -1.0
ID#291 : time : 12, Operation : delete, fitness : -1.0
ID#292 : time : 226, Operation : insert_after, fitness : -1.0
ID#293 : time : 227, Operation : delete, fitness : -1.0
ID#294 : time : 6, Operation : insert_before, fitness : -1.0
ID#295 : time : 411, Operation : delete, fitness : 0.88
ID#296 : time : 59, Operation : replace, fitness : -1.0
ID#297 : time : 171, Operation : insert_before, fitness : -1.0
ID#298 : time : 872, Operation : delete, fitness : -1.0
ID#299 : time : 229, Operation : replace, fitness : -1.0
ID#300 : time : 12, Operation : delete, fitness : -1.0
ID#301 : time : 877, Operation : replace, fitness : -1.0
ID#302 : time : 177, Operation : delete, fitness : -1.0
ID#303 : time : 78, Operation : insert_after, fitness : -1.0
ID#304 : time : 69, Operation : replace, fitness : -1.0
ID#305 : time : 64, Operation : replace, fitness : -1.0
ID#306 : time : 73, Operation : insert_after, fitness : -1.0
ID#307 : time : 823, Operation : insert_before, fitness : -1.0
ID#308 : time : 896, Operation : replace, fitness : -1.0
ID#309 : time : 835, Operation : delete, fitness : -1.0
ID#310 : time : 16025, Operation : delete, fitness : 0.76
ID#311 : time : 820, Operation : random-crossover, fitness : -1.0
ID#312 : time : 978, Operation : random-crossover, fitness : 0.88
ID#313 : time : 994, Operation : random-crossover, fitness : -1.0
ID#314 : time : 170, Operation : random-crossover, fitness : 0.88
ID#315 : time : 984, Operation : random-crossover, fitness : -1.0
ID#316 : time : 984, Operation : random-crossover, fitness : -1.0
ID#317 : time : 1001, Operation : random-crossover, fitness : 0.88
ID#318 : time : 171, Operation : random-crossover, fitness : 0.88
ID#319 : time : 996, Operation : random-crossover, fitness : -1.0
ID#320 : time : 834, Operation : random-crossover, fitness : -1.0
ID#321 : time : 981, Operation : random-crossover, fitness : -1.0
ID#322 : time : 997, Operation : random-crossover, fitness : -1.0
ID#323 : time : 820, Operation : random-crossover, fitness : -1.0
ID#324 : time : 1646, Operation : random-crossover, fitness : -1.0
ID#325 : time : 818, Operation : random-crossover, fitness : -1.0
ID#326 : time : 997, Operation : random-crossover, fitness : -1.0
ID#327 : time : 819, Operation : random-crossover, fitness : -1.0
ID#328 : time : 819, Operation : random-crossover, fitness : -1.0
ID#329 : time : 837, Operation : random-crossover, fitness : -1.0
ID#330 : time : 983, Operation : random-crossover, fitness : -1.0
ID#331 : time : 997, Operation : random-crossover, fitness : -1.0
ID#332 : time : 820, Operation : random-crossover, fitness : -1.0
ID#333 : time : 983, Operation : random-crossover, fitness : -1.0
ID#334 : time : 169, Operation : random-crossover, fitness : -1.0
ID#335 : time : 981, Operation : random-crossover, fitness : -1.0
ID#336 : time : 996, Operation : random-crossover, fitness : -1.0
ID#337 : time : 170, Operation : random-crossover, fitness : -1.0
ID#338 : time : 995, Operation : random-crossover, fitness : -1.0
ID#339 : time : 168, Operation : random-crossover, fitness : -1.0
ID#340 : time : 997, Operation : random-crossover, fitness : -1.0
ID#341 : time : 17, Operation : delete, fitness : -1.0
ID#342 : time : 56, Operation : delete, fitness : -1.0
ID#343 : time : 233, Operation : delete, fitness : 0.92
ID#344 : time : 9, Operation : insert_after, fitness : -1.0
ID#345 : time : 9, Operation : delete, fitness : -1.0
ID#346 : time : 50, Operation : insert_after, fitness : -1.0
ID#347 : time : 51, Operation : delete, fitness : -1.0
ID#348 : time : 11, Operation : delete, fitness : -1.0
ID#349 : time : 61, Operation : replace, fitness : -1.0
ID#350 : time : 383, Operation : delete, fitness : 0.88
ID#351 : time : 58, Operation : insert_before, fitness : -1.0
ID#352 : time : 12, Operation : insert_after, fitness : -1.0
ID#353 : time : 66, Operation : replace, fitness : -1.0
ID#354 : time : 27143, Operation : delete, fitness : 0.64
ID#355 : time : 29, Operation : insert_after, fitness : -1.0
ID#356 : time : 28, Operation : insert_after, fitness : -1.0
ID#357 : time : 29, Operation : insert_after, fitness : -1.0
ID#358 : time : 137, Operation : delete, fitness : 0.92
ID#359 : time : 123, Operation : insert_before, fitness : 0.92
ID#360 : time : 27, Operation : insert_after, fitness : -1.0
ID#361 : time : 28, Operation : replace, fitness : -1.0
ID#362 : time : 7, Operation : delete, fitness : -1.0
ID#363 : time : 28, Operation : insert_after, fitness : -1.0
ID#364 : time : 29, Operation : insert_after, fitness : -1.0
ID#365 : time : 26, Operation : insert_after, fitness : -1.0
ID#366 : time : 25, Operation : replace, fitness : -1.0
ID#367 : time : 6, Operation : delete, fitness : -1.0
ID#368 : time : 118, Operation : delete, fitness : 0.92
ID#369 : time : 5, Operation : insert_before, fitness : -1.0
ID#370 : time : 8, Operation : replace, fitness : -1.0
ID#371 : time : 26, Operation : delete, fitness : -1.0
ID#372 : time : 31, Operation : delete, fitness : -1.0
ID#373 : time : 5, Operation : insert_before, fitness : -1.0
ID#374 : time : 29, Operation : insert_before, fitness : -1.0
ID#375 : time : 35, Operation : insert_before, fitness : -1.0
ID#376 : time : 31, Operation : delete, fitness : -1.0
ID#377 : time : 4, Operation : insert_after, fitness : -1.0
ID#378 : time : 35, Operation : replace, fitness : -1.0
ID#379 : time : 84, Operation : replace, fitness : 0.64
ID#380 : time : 27, Operation : insert_after, fitness : -1.0
ID#381 : time : 18092, Operation : delete, fitness : 0.64
ID#382 : time : 29, Operation : replace, fitness : -1.0
ID#383 : time : 25, Operation : delete, fitness : -1.0
ID#384 : time : 5, Operation : insert_after, fitness : -1.0
ID#385 : time : 27, Operation : replace, fitness : -1.0
ID#386 : time : 120, Operation : delete, fitness : 0.92
ID#387 : time : 27092, Operation : delete, fitness : 0.64
ID#388 : time : 118, Operation : delete, fitness : 0.8
ID#389 : time : 28, Operation : replace, fitness : -1.0
ID#390 : time : 6, Operation : delete, fitness : -1.0
ID#391 : time : 120, Operation : delete, fitness : 0.8
ID#392 : time : 7, Operation : delete, fitness : -1.0
ID#393 : time : 23, Operation : insert_before, fitness : -1.0
ID#394 : time : 31, Operation : delete, fitness : -1.0
ID#395 : time : 11, Operation : delete, fitness : -1.0
ID#396 : time : 33, Operation : replace, fitness : -1.0
ID#397 : time : 34, Operation : replace, fitness : -1.0
ID#398 : time : 5, Operation : insert_before, fitness : -1.0
ID#399 : time : 33, Operation : insert_after, fitness : -1.0
ID#400 : time : 30, Operation : replace, fitness : -1.0
ID#401 : time : 27090, Operation : delete, fitness : 0.64
ID#402 : time : 6, Operation : insert_before, fitness : -1.0
ID#403 : time : 95, Operation : replace, fitness : -1.0
ID#404 : time : 8, Operation : delete, fitness : -1.0
ID#405 : time : 7, Operation : delete, fitness : -1.0
ID#406 : time : 31, Operation : replace, fitness : -1.0
ID#407 : time : 3, Operation : insert_before, fitness : -1.0
ID#408 : time : 35, Operation : insert_after, fitness : -1.0
ID#409 : time : 30, Operation : replace, fitness : -1.0
ID#410 : time : 3093, Operation : insert_after, fitness : 0.84
ID#411 : time : 5, Operation : random-crossover, fitness : 0.8
ID#412 : time : 5, Operation : random-crossover, fitness : -1.0
ID#413 : time : 5, Operation : random-crossover, fitness : -1.0
ID#414 : time : 5, Operation : random-crossover, fitness : -1.0
ID#415 : time : 4, Operation : random-crossover, fitness : -1.0
ID#416 : time : 4, Operation : random-crossover, fitness : -1.0
ID#417 : time : 5, Operation : random-crossover, fitness : -1.0
ID#418 : time : 4, Operation : random-crossover, fitness : -1.0
ID#419 : time : 4, Operation : random-crossover, fitness : -1.0
ID#420 : time : 5, Operation : random-crossover, fitness : -1.0
ID#421 : time : 4, Operation : random-crossover, fitness : -1.0
ID#422 : time : 4, Operation : random-crossover, fitness : -1.0
ID#423 : time : 4, Operation : random-crossover, fitness : -1.0
ID#424 : time : 5, Operation : random-crossover, fitness : -1.0
ID#425 : time : 4, Operation : random-crossover, fitness : -1.0
ID#426 : time : 4, Operation : random-crossover, fitness : -1.0
ID#427 : time : 4, Operation : random-crossover, fitness : -1.0
ID#428 : time : 4, Operation : random-crossover, fitness : -1.0
ID#429 : time : 4, Operation : random-crossover, fitness : -1.0
ID#430 : time : 4, Operation : random-crossover, fitness : -1.0
ID#431 : time : 4, Operation : random-crossover, fitness : -1.0
ID#432 : time : 4, Operation : random-crossover, fitness : -1.0
ID#433 : time : 5, Operation : random-crossover, fitness : -1.0
ID#434 : time : 5, Operation : random-crossover, fitness : -1.0
ID#435 : time : 4, Operation : random-crossover, fitness : -1.0
ID#436 : time : 4, Operation : random-crossover, fitness : -1.0
ID#437 : time : 4, Operation : random-crossover, fitness : -1.0
ID#438 : time : 4, Operation : random-crossover, fitness : -1.0
ID#439 : time : 4, Operation : random-crossover, fitness : -1.0
ID#440 : time : 4, Operation : random-crossover, fitness : -1.0
ID#441 : time : 27, Operation : insert_after, fitness : -1.0
ID#442 : time : 270, Operation : replace, fitness : -1.0
ID#443 : time : 247, Operation : delete, fitness : 0.92
ID#444 : time : 244, Operation : delete, fitness : -1.0
ID#445 : time : 27, Operation : replace, fitness : -1.0
ID#446 : time : 145, Operation : replace, fitness : -1.0
ID#447 : time : 21219, Operation : delete, fitness : 0.64
ID#448 : time : 3, Operation : insert_after, fitness : -1.0
ID#449 : time : 243, Operation : replace, fitness : 0.92
ID#450 : time : 355, Operation : delete, fitness : 0.92
ID#451 : time : 240, Operation : insert_after, fitness : -1.0
ID#452 : time : 26, Operation : replace, fitness : -1.0
ID#453 : time : 263, Operation : replace, fitness : -1.0
ID#454 : time : 156, Operation : replace, fitness : -1.0
ID#455 : time : 25, Operation : replace, fitness : -1.0
ID#456 : time : 240, Operation : insert_after, fitness : -1.0
ID#457 : time : 5, Operation : delete, fitness : -1.0
ID#458 : time : 125, Operation : delete, fitness : -1.0
ID#459 : time : 261, Operation : insert_after, fitness : -1.0
ID#460 : time : 146, Operation : replace, fitness : -1.0
ID#461 : time : 261, Operation : replace, fitness : -1.0
ID#462 : time : 246, Operation : delete, fitness : 0.92
ID#463 : time : 5, Operation : delete, fitness : -1.0
ID#464 : time : 3, Operation : insert_after, fitness : -1.0
ID#465 : time : 125, Operation : delete, fitness : -1.0
ID#466 : time : 148, Operation : delete, fitness : -1.0
ID#467 : time : 4, Operation : insert_before, fitness : -1.0
ID#468 : time : 27, Operation : replace, fitness : -1.0
ID#469 : time : 263, Operation : replace, fitness : -1.0
ID#470 : time : 152, Operation : replace, fitness : -1.0
ID#471 : time : 120, Operation : delete, fitness : 0.96
ID#472 : time : 145, Operation : insert_before, fitness : -1.0
ID#473 : time : 132, Operation : delete, fitness : -1.0
ID#474 : time : 123, Operation : replace, fitness : 0.68
ID#475 : time : 32, Operation : replace, fitness : -1.0
ID#476 : time : 149, Operation : insert_after, fitness : -1.0
ID#477 : time : 29, Operation : insert_after, fitness : -1.0
ID#478 : time : 7, Operation : delete, fitness : -1.0
ID#479 : time : 5, Operation : delete, fitness : -1.0
ID#480 : time : 28, Operation : replace, fitness : -1.0
ID#481 : time : 29, Operation : insert_before, fitness : -1.0
ID#482 : time : 157, Operation : replace, fitness : -1.0
ID#483 : time : 133, Operation : delete, fitness : -1.0
ID#484 : time : 5, Operation : delete, fitness : -1.0
ID#485 : time : 264, Operation : replace, fitness : -1.0
ID#486 : time : 133, Operation : delete, fitness : -1.0
ID#487 : time : 360, Operation : delete, fitness : 0.92
ID#488 : time : 28, Operation : delete, fitness : -1.0
ID#489 : time : 28, Operation : replace, fitness : -1.0
ID#490 : time : 243, Operation : delete, fitness : -1.0
ID#491 : time : 131, Operation : insert_after, fitness : -1.0
ID#492 : time : 158, Operation : insert_before, fitness : -1.0
ID#493 : time : 12, Operation : insert_before, fitness : -1.0
ID#494 : time : 399, Operation : delete, fitness : 0.88
ID#495 : time : 25, Operation : replace, fitness : -1.0
ID#496 : time : 132, Operation : delete, fitness : -1.0
