### OUTPUT ###
ID#1 : time : 27822, Operation : delete, fitness : 0.64
ID#427 : time : 8, Operation : random-crossover, fitness : -1.0
ID#428 : time : 7, Operation : random-crossover, fitness : -1.0
ID#429 : time : 9, Operation : random-crossover, fitness : -1.0
ID#430 : time : 8, Operation : random-crossover, fitness : -1.0
ID#431 : time : 10, Operation : random-crossover, fitness : -1.0
ID#432 : time : 8, Operation : random-crossover, fitness : -1.0
ID#433 : time : 9, Operation : random-crossover, fitness : -1.0
ID#434 : time : 12, Operation : random-crossover, fitness : -1.0
ID#435 : time : 9, Operation : random-crossover, fitness : -1.0
ID#436 : time : 9, Operation : random-crossover, fitness : -1.0
ID#437 : time : 7, Operation : random-crossover, fitness : -1.0
ID#438 : time : 9, Operation : random-crossover, fitness : -1.0
ID#439 : time : 102, Operation : random-crossover, fitness : -1.0
ID#440 : time : 12, Operation : random-crossover, fitness : -1.0
ID#441 : time : 51, Operation : insert_after, fitness : -1.0
ID#442 : time : 268, Operation : replace, fitness : -1.0
ID#443 : time : 449, Operation : delete, fitness : 0.92
ID#444 : time : 229, Operation : delete, fitness : -1.0
ID#445 : time : 55, Operation : replace, fitness : -1.0
ID#446 : time : 253, Operation : replace, fitness : -1.0
ID#447 : time : 21544, Operation : delete, fitness : 0.64
ID#448 : time : 4, Operation : insert_after, fitness : -1.0
ID#449 : time : 438, Operation : replace, fitness : 0.92
ID#450 : time : 478, Operation : delete, fitness : 0.92
ID#451 : time : 226, Operation : insert_after, fitness : -1.0
ID#452 : time : 50, Operation : replace, fitness : -1.0
ID#453 : time : 267, Operation : replace, fitness : -1.0
ID#454 : time : 401, Operation : replace, fitness : -1.0
ID#455 : time : 43, Operation : replace, fitness : -1.0
ID#456 : time : 224, Operation : insert_after, fitness : -1.0
ID#457 : time : 7, Operation : delete, fitness : -1.0
ID#458 : time : 200, Operation : delete, fitness : -1.0
ID#459 : time : 266, Operation : insert_after, fitness : -1.0
ID#460 : time : 238, Operation : replace, fitness : -1.0
ID#461 : time : 269, Operation : replace, fitness : -1.0
ID#462 : time : 565, Operation : delete, fitness : 0.92
ID#463 : time : 10, Operation : delete, fitness : -1.0
ID#464 : time : 6, Operation : insert_after, fitness : -1.0
ID#465 : time : 203, Operation : delete, fitness : -1.0
ID#466 : time : 243, Operation : delete, fitness : -1.0
ID#467 : time : 8, Operation : insert_before, fitness : -1.0
ID#468 : time : 47, Operation : replace, fitness : -1.0
ID#469 : time : 271, Operation : replace, fitness : -1.0
ID#470 : time : 400, Operation : replace, fitness : -1.0
ID#471 : time : 219, Operation : delete, fitness : 0.96
ID#472 : time : 251, Operation : insert_before, fitness : -1.0
ID#473 : time : 360, Operation : delete, fitness : -1.0
ID#474 : time : 224, Operation : replace, fitness : 0.68
ID#475 : time : 60, Operation : replace, fitness : -1.0
ID#476 : time : 265, Operation : insert_after, fitness : -1.0
ID#477 : time : 70, Operation : insert_after, fitness : -1.0
ID#478 : time : 18, Operation : delete, fitness : -1.0
ID#479 : time : 15, Operation : delete, fitness : -1.0
ID#480 : time : 67, Operation : replace, fitness : -1.0
ID#481 : time : 76, Operation : insert_before, fitness : -1.0
ID#482 : time : 433, Operation : replace, fitness : -1.0
ID#483 : time : 368, Operation : delete, fitness : -1.0
ID#484 : time : 10, Operation : delete, fitness : -1.0
ID#485 : time : 267, Operation : replace, fitness : -1.0
ID#486 : time : 364, Operation : delete, fitness : -1.0
ID#487 : time : 437, Operation : delete, fitness : 0.92
ID#488 : time : 46, Operation : delete, fitness : -1.0
ID#489 : time : 44, Operation : replace, fitness : -1.0
ID#490 : time : 231, Operation : delete, fitness : -1.0
ID#491 : time : 360, Operation : insert_after, fitness : -1.0
ID#492 : time : 399, Operation : insert_before, fitness : -1.0
ID#493 : time : 17, Operation : insert_before, fitness : -1.0
